"xcut","id","experiment","site","year","field.year","timing.1cut","follow.cut","env","age","block","plot","trt.num","trt.code","treatment","date","gdd","precip","water","yield","yield.Mg","dry.matter","protein","ADF","NDF","NDFD48"
2,159,"FIG17","R70",2017,"first","grain","october","R70.2017",2,2,203,12,NA,"GO",2017-09-15,644.72,106.93,63.37,108.08,0.10808,97.09,8.25,38.89,69.85,65.6
3,159,"FIG17","R70",2017,"first","grain","october","R70.2017",2,2,203,12,NA,"GO",2017-11-01,569.44,186.94,53.89,82.07,0.08207,96.02,4.74,41.2,69.33,74.78
1,160,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,2,204,4,"a1","AN",2017-06-21,1256.39,502.158,69.08,1865.1,1.8651,95.49,5.16,40.99,74.34,65.09
2,160,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,160,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,161,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,2,205,5,"a2","AS",2017-06-21,1256.39,502.158,70.43,2304.85,2.30485,95.82,4.45,43.13,75.57,64.71
2,161,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,2,205,5,"a2","AS",2017-09-15,1704.72,311.15,63.18,265.5,0.2655,96.82,12.37,33.52,66.95,77.7
3,161,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,2,205,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,162,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,2,206,6,"a3","AO",2017-06-21,1256.39,502.158,69.41,2675.05,2.67505,95.72,5.5,40.07,73.71,65.69
2,162,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,2,206,6,"a3","AO",2017-09-15,1704.72,311.15,64.4,189.03,0.18903,96.31,12.05,33.15,65.26,78.09
3,162,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,2,206,6,"a3","AO",2017-11-01,569.44,186.94,62.4,101.36,0.10136,96.48,7.73,30.56,59.77,76.94
1,163,"FIG17","R70",2017,"first","boot","october","R70.2017",2,2,207,3,"b3","BO",2017-06-08,969.72,436.372,44.05,3033.81,3.03381,93.55,6.33,38.69,67.02,64.19
2,163,"FIG17","R70",2017,"first","boot","october","R70.2017",2,2,207,3,"b3","BO",2017-09-15,1991.39,376.94,58.32,198.9,0.1989,96.31,6.79,31.32,64.3,65.91
3,163,"FIG17","R70",2017,"first","boot","october","R70.2017",2,2,207,3,"b3","BO",2017-11-01,569.44,186.94,77.77,80.28,0.08028,97.42,5.68,35.17,67.18,67.76
1,164,"FIG17","R70",2017,"first","boot","september","R70.2017",2,2,208,2,"b2","BS",2017-06-08,969.72,436.372,39.72,4393.12,4.39312,93.17,6.76,38.56,66.4,62.9
2,164,"FIG17","R70",2017,"first","boot","september","R70.2017",2,2,208,2,"b2","BS",2017-09-15,NA,376.94,NA,NA,NA,95.67,7.43,34.97,68.88,68.95
3,164,"FIG17","R70",2017,"first","boot","september","R70.2017",2,2,208,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,165,"FIG17","R70",2017,"first","boot","none","R70.2017",2,2,209,1,"b1","BN",2017-06-08,969.72,436.372,24.36,4769.65,4.76965,92.62,7.19,38.64,65.8,60.18
2,165,"FIG17","R70",2017,"first","boot","none","R70.2017",2,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,165,"FIG17","R70",2017,"first","boot","none","R70.2017",2,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,166,"FIG17","R70",2017,"first","dough","september","R70.2017",2,2,210,8,"d2","DS",2017-07-17,1788.06,543.306,50.83,2877.7,2.8777,96.31,2.01,35.74,68.94,65.46
2,166,"FIG17","R70",2017,"first","dough","september","R70.2017",2,2,210,8,"d2","DS",2017-09-15,1173.06,270,55.37,117.5,0.1175,97.37,8.16,37.4,72.54,63.81
3,166,"FIG17","R70",2017,"first","dough","september","R70.2017",2,2,210,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,167,"FIG17","R70",2017,"first","dough","none","R70.2017",2,2,211,7,"d1","DN",2017-07-17,1788.06,543.306,53,3014.24,3.01424,94.89,3.02,35.84,65.71,58.28
2,167,"FIG17","R70",2017,"first","dough","none","R70.2017",2,2,211,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,167,"FIG17","R70",2017,"first","dough","none","R70.2017",2,2,211,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,168,"FIG17","R70",2017,"first","dough","october","R70.2017",2,2,212,9,"d3","DO",2017-07-17,1788.06,543.306,53.09,4134.16,4.13416,95.91,3.46,34.97,67.03,66.35
2,168,"FIG17","R70",2017,"first","dough","october","R70.2017",2,2,212,9,"d3","DO",2017-09-15,1173.06,270,63.26,203.16,0.20316,98.23,8.24,37.28,71.73,74.65
3,168,"FIG17","R70",2017,"first","dough","october","R70.2017",2,2,212,9,"d3","DO",2017-11-01,569.44,186.94,64.95,163.25,0.16325,96.37,6.81,32.63,62.15,73.28
1,169,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,3,301,6,"a3","AO",2017-06-21,1256.39,502.158,68.18,3523.22,3.52322,95.09,5.09,44.27,73.94,56.9
2,169,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,3,301,6,"a3","AO",2017-09-15,1704.72,311.15,64.92,121.76,0.12176,97.68,12.56,33.55,65.3,83.01
3,169,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,3,301,6,"a3","AO",2017-11-01,569.44,186.94,67.64,189.26,0.18926,95.7,9.71,30.9,60.01,70.09
1,170,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,3,302,5,"a2","AS",2017-06-21,1256.39,502.158,69.57,1943.67,1.94367,95.29,5.74,39.84,72.13,57.9
2,170,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,3,302,5,"a2","AS",2017-09-15,1704.72,311.15,60.64,185.9,0.1859,97.4,9.46,39.26,69.17,64.89
3,170,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,3,302,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,171,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,3,303,4,"a1","AN",2017-06-21,1256.39,502.158,69.25,2373.52,2.37352,96.27,5.74,39.88,73.83,69.67
2,171,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,171,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,172,"FIG17","R70",2017,"first","grain","none","R70.2017",2,3,304,10,NA,"GN",2017-08-11,2316.39,706.374,50,3503.87,3.50387,94.53,0.89,35.92,65.86,42.17
2,172,"FIG17","R70",2017,"first","grain","none","R70.2017",2,3,304,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,172,"FIG17","R70",2017,"first","grain","none","R70.2017",2,3,304,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,173,"FIG17","R70",2017,"first","grain","september","R70.2017",2,3,305,11,NA,"GS",2017-08-11,2316.39,706.374,51.74,2194.17,2.19417,94.79,3.93,35.23,64.18,52.88
2,173,"FIG17","R70",2017,"first","grain","september","R70.2017",2,3,305,11,NA,"GS",2017-09-15,644.72,106.93,66.11,178.27,0.17827,98.31,9.9,35.61,69.94,78.34
3,173,"FIG17","R70",2017,"first","grain","september","R70.2017",2,3,305,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,174,"FIG17","R70",2017,"first","grain","october","R70.2017",2,3,306,12,NA,"GO",2017-08-11,2316.39,706.374,51.19,3235.77,3.23577,95.21,3.11,37.26,66.97,53.49
2,174,"FIG17","R70",2017,"first","grain","october","R70.2017",2,3,306,12,NA,"GO",2017-09-15,644.72,106.93,66.85,166.39,0.16639,98.93,8.39,41.02,78.72,75.59
3,174,"FIG17","R70",2017,"first","grain","october","R70.2017",2,3,306,12,NA,"GO",2017-11-01,569.44,186.94,67.43,124.23,0.12423,96.53,5.63,37.1,68.07,70.83
1,175,"FIG17","R70",2017,"first","boot","september","R70.2017",2,3,307,2,"b2","BS",2017-06-08,969.72,436.372,44.4,4261.25,4.26125,93.83,5.95,38.73,68.32,61.23
2,175,"FIG17","R70",2017,"first","boot","september","R70.2017",2,3,307,2,"b2","BS",2017-09-15,1991.39,376.94,53.43,146.2,0.1462,97.32,6.29,33.61,68.75,75.82
3,175,"FIG17","R70",2017,"first","boot","september","R70.2017",2,3,307,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,176,"FIG17","R70",2017,"first","boot","october","R70.2017",2,3,308,3,"b3","BO",2017-06-08,969.72,436.372,46.74,1316.04,1.31604,94.16,7.36,37.09,65.6,72.53
2,176,"FIG17","R70",2017,"first","boot","october","R70.2017",2,3,308,3,"b3","BO",2017-09-15,1991.39,376.94,67.24,276.49,0.27649,96.84,7.78,37.46,73.92,82.89
3,176,"FIG17","R70",2017,"first","boot","october","R70.2017",2,3,308,3,"b3","BO",2017-11-01,569.44,186.94,77.4,165.49,0.16549,94.64,5.97,37.62,63.27,74.85
1,177,"FIG17","R70",2017,"first","boot","none","R70.2017",2,3,309,1,"b1","BN",2017-06-08,969.72,436.372,44.8,3978.31,3.97831,94.39,6.96,38.93,68.72,71.17
2,177,"FIG17","R70",2017,"first","boot","none","R70.2017",2,3,309,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,177,"FIG17","R70",2017,"first","boot","none","R70.2017",2,3,309,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,178,"FIG17","R70",2017,"first","dough","none","R70.2017",2,3,310,7,"d1","DN",2017-07-17,1788.06,543.306,50.6,4829.4,4.8294,95.98,2.38,36.35,70.09,64.65
2,178,"FIG17","R70",2017,"first","dough","none","R70.2017",2,3,310,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,178,"FIG17","R70",2017,"first","dough","none","R70.2017",2,3,310,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,179,"FIG17","R70",2017,"first","dough","october","R70.2017",2,3,311,9,"d3","DO",2017-07-17,1788.06,543.306,55.26,2468.21,2.46821,95.83,4.48,35.25,67.17,65.88
2,179,"FIG17","R70",2017,"first","dough","october","R70.2017",2,3,311,9,"d3","DO",2017-09-15,1173.06,270,61.59,155.4,0.1554,NA,NA,NA,NA,NA
3,179,"FIG17","R70",2017,"first","dough","october","R70.2017",2,3,311,9,"d3","DO",2017-11-01,569.44,186.94,75.35,55.16,0.05516,95.32,7.72,32.2,60.39,68.22
1,180,"FIG17","R70",2017,"first","dough","september","R70.2017",2,3,312,8,"d2","DS",2017-07-17,1788.06,543.306,52.8,4763.06,4.76306,96.19,3.25,35.3,67.09,68.87
2,180,"FIG17","R70",2017,"first","dough","september","R70.2017",2,3,312,8,"d2","DS",2017-09-15,1173.06,270,63.7,171.77,0.17177,99.04,9.96,36.13,72.76,79.39
3,180,"FIG17","R70",2017,"first","dough","september","R70.2017",2,3,312,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,181,"FIG17","R70",2017,"first","dough","october","R70.2017",2,4,401,9,"d3","DO",2017-07-17,1788.06,543.306,52.56,3914.43,3.91443,96.93,3.07,36.57,70.91,69.76
2,181,"FIG17","R70",2017,"first","dough","october","R70.2017",2,4,401,9,"d3","DO",2017-09-15,1173.06,270,60.42,84.31,0.08431,98.16,10.18,35.65,70.52,76.73
3,181,"FIG17","R70",2017,"first","dough","october","R70.2017",2,4,401,9,"d3","DO",2017-11-01,569.44,186.94,74.48,121.99,0.12199,95.89,7.68,33.87,62.55,70.9
1,182,"FIG17","R70",2017,"first","dough","september","R70.2017",2,4,402,8,"d2","DS",2017-07-17,1788.06,543.306,49.87,3720.94,3.72094,95.48,3.34,37.34,68.52,60.29
2,182,"FIG17","R70",2017,"first","dough","september","R70.2017",2,4,402,8,"d2","DS",2017-09-15,1173.06,270,65.76,169.97,0.16997,97.21,10.4,34.54,67.43,76.86
3,182,"FIG17","R70",2017,"first","dough","september","R70.2017",2,4,402,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,183,"FIG17","R70",2017,"first","dough","none","R70.2017",2,4,403,7,"d1","DN",2017-07-17,1788.06,543.306,51,3702.88,3.70288,96.44,2.66,32.83,65.42,69
2,183,"FIG17","R70",2017,"first","dough","none","R70.2017",2,4,403,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,183,"FIG17","R70",2017,"first","dough","none","R70.2017",2,4,403,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,184,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,4,404,4,"a1","AN",2017-06-21,1256.39,502.158,69.94,3443.36,3.44336,95.11,7.04,40.97,70.02,63.09
2,184,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,184,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,185,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,4,405,6,"a3","AO",2017-06-21,1256.39,502.158,68.77,2934.54,2.93454,96.07,6.97,41.91,72.94,68.5
2,185,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,4,405,6,"a3","AO",2017-09-15,1704.72,311.15,69.39,115.04,0.11504,97.22,13.55,31.26,62.13,83.38
3,185,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,4,405,6,"a3","AO",2017-11-01,569.44,186.94,69.14,178.94,0.17894,96.42,12.29,26.16,52.51,75.77
1,186,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,4,406,5,"a2","AS",2017-06-21,1256.39,502.158,70.22,3049.97,3.04997,95.67,6.77,39.29,70.32,64.29
2,186,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,4,406,5,"a2","AS",2017-09-15,1704.72,311.15,66.26,144.19,0.14419,97.65,11.07,31.38,63.36,83.2
3,186,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,4,406,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,187,"FIG17","R70",2017,"first","boot","none","R70.2017",2,4,407,1,"b1","BN",2017-06-08,969.72,436.372,24.38,6691.69,6.69169,93.82,8.95,34.98,64.2,69.45
2,187,"FIG17","R70",2017,"first","boot","none","R70.2017",2,4,407,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,187,"FIG17","R70",2017,"first","boot","none","R70.2017",2,4,407,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,188,"FIG17","R70",2017,"first","boot","september","R70.2017",2,4,408,2,"b2","BS",2017-06-08,969.72,436.372,54.4,4702.07,4.70207,94.52,9.16,37.94,66.29,71.66
2,188,"FIG17","R70",2017,"first","boot","september","R70.2017",2,4,408,2,"b2","BS",2017-09-15,1991.39,376.94,65.86,186.79,0.18679,97.88,14.31,31.59,62.05,82.35
3,188,"FIG17","R70",2017,"first","boot","september","R70.2017",2,4,408,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,189,"FIG17","R70",2017,"first","boot","october","R70.2017",2,4,409,3,"b3","BO",2017-06-08,969.72,436.372,52.05,3311.38,3.31138,94.01,11.21,34.11,61.31,77.17
2,189,"FIG17","R70",2017,"first","boot","october","R70.2017",2,4,409,3,"b3","BO",2017-09-15,1991.39,376.94,61.9,166.61,0.16661,97.69,8.77,32.69,65.2,72.91
3,189,"FIG17","R70",2017,"first","boot","october","R70.2017",2,4,409,3,"b3","BO",2017-11-01,569.44,186.94,65.01,110.33,0.11033,97.65,8.86,33.12,62.78,77.48
1,190,"FIG17","R70",2017,"first","grain","none","R70.2017",2,4,410,10,NA,"GN",2017-08-11,2316.39,706.374,51.8,1941.54,1.94154,95.1,3.27,35.45,65.58,54.69
2,190,"FIG17","R70",2017,"first","grain","none","R70.2017",2,4,410,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,190,"FIG17","R70",2017,"first","grain","none","R70.2017",2,4,410,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,191,"FIG17","R70",2017,"first","grain","october","R70.2017",2,4,411,12,NA,"GO",2017-08-11,2316.39,706.374,51.13,2464.45,2.46445,95.91,3.13,34.44,65.01,54.61
2,191,"FIG17","R70",2017,"first","grain","october","R70.2017",2,4,411,12,NA,"GO",2017-09-15,644.72,106.93,64.86,80.05,0.08005,99.16,13.91,31.53,64.05,88.66
3,191,"FIG17","R70",2017,"first","grain","october","R70.2017",2,4,411,12,NA,"GO",2017-11-01,569.44,186.94,73.09,79.38,0.07938,97.41,7.31,35.31,65.51,70.8
1,192,"FIG17","R70",2017,"first","grain","september","R70.2017",2,4,412,11,NA,"GS",2017-08-11,2316.39,706.374,53,2684.54,2.68454,95.55,3.81,37.88,68.93,47.7
2,192,"FIG17","R70",2017,"first","grain","september","R70.2017",2,4,412,11,NA,"GS",2017-09-15,644.72,106.93,63.55,202.04,0.20204,98.65,11.72,32.8,67.44,81.14
3,192,"FIG17","R70",2017,"first","grain","september","R70.2017",2,4,412,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,193,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,1,104,5,"a2","AS",2018-06-25,1169.17,433.832,69.59,1577.24,1.57724,93.06,6.21,42.34,71.74,45.04
2,193,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,1,104,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,193,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,1,104,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,194,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,1,105,4,"a1","AN",2018-06-25,1169.17,433.832,68.14,1299.97,1.29997,92.74,6.14,41.07,71.4,44.82
2,194,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,1,105,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,194,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,1,105,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,195,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,1,106,6,"a3","AO",2018-06-25,1169.17,433.832,69.18,920.33,0.92033,92.41,8.18,37.99,65.1,43.63
2,195,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,1,106,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,195,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,1,106,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,196,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,2,204,4,"a1","AN",2018-06-25,1169.17,433.832,68.18,1243.65,1.24365,92.47,6.61,40.18,69.97,45.7
2,196,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,196,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,197,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,2,205,5,"a2","AS",2018-06-25,1169.17,433.832,72.32,1109.88,1.10988,92.66,5.61,42.19,71.86,43.07
2,197,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,2,205,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,197,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,2,205,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,198,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,2,206,6,"a3","AO",2018-06-25,1169.17,433.832,67.23,1369.66,1.36966,92.84,5.95,40.87,71.7,44.46
2,198,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,2,206,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,198,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,2,206,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,199,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,3,301,6,"a3","AO",2018-06-25,1169.17,433.832,68.95,1448.83,1.44883,92.68,5.54,40.91,69.47,40.33
2,199,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,3,301,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,199,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,3,301,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,200,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,3,302,5,"a2","AS",2018-06-25,1169.17,433.832,70.54,1251.75,1.25175,92.74,6.28,40.83,68.83,43.28
2,200,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,3,302,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,200,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,3,302,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,201,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,3,303,4,"a1","AN",2018-06-25,1169.17,433.832,70.9,1153.77,1.15377,92.93,7.11,40.73,70.07,48.28
2,201,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,201,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,202,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,4,404,4,"a1","AN",2018-06-25,1169.17,433.832,69.39,1808.83,1.80883,92.7,7.97,40.01,67.97,41.93
2,202,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,202,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,4,405,6,"a3","AO",2018-06-25,1169.17,433.832,70.75,1800.98,1.80098,92.76,7.92,40.1,67.99,41.75
2,203,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,4,405,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,203,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,4,405,6,"a3","AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,204,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,4,406,5,"a2","AS",2018-06-25,1169.17,433.832,71.81,2216.53,2.21653,93.34,7.67,42.24,71.82,45.57
2,204,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,4,406,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,204,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,4,406,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,205,"FIG17","R70",2018,"second","boot","september","R70.2018",3,1,101,2,"b2","BS",2018-06-07,784.17,267.97,82.73,575.2,0.5752,92.12,9.74,35.75,62.16,47.34
2,205,"FIG17","R70",2018,"second","boot","september","R70.2018",3,1,101,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,205,"FIG17","R70",2018,"second","boot","september","R70.2018",3,1,101,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,206,"FIG17","R70",2018,"second","boot","none","R70.2018",3,1,102,1,"b1","BN",2018-06-07,784.17,267.97,81.91,605.12,0.60512,92.3,10.24,37.1,65.75,54.25
2,206,"FIG17","R70",2018,"second","boot","none","R70.2018",3,1,102,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,206,"FIG17","R70",2018,"second","boot","none","R70.2018",3,1,102,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,207,"FIG17","R70",2018,"second","boot","october","R70.2018",3,1,103,3,"b3","BO",2018-06-07,784.17,267.97,82.29,487.67,0.48767,91.75,9.7,36.04,61.53,49.11
2,207,"FIG17","R70",2018,"second","boot","october","R70.2018",3,1,103,3,"b3","BO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,207,"FIG17","R70",2018,"second","boot","october","R70.2018",3,1,103,3,"b3","BO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,208,"FIG17","R70",2018,"second","boot","october","R70.2018",3,2,207,3,"b3","BO",2018-06-07,784.17,267.97,80.06,525.01,0.52501,92.45,9.5,35.69,64.7,54.75
2,208,"FIG17","R70",2018,"second","boot","october","R70.2018",3,2,207,3,"b3","BO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,208,"FIG17","R70",2018,"second","boot","october","R70.2018",3,2,207,3,"b3","BO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,209,"FIG17","R70",2018,"second","boot","september","R70.2018",3,2,208,2,"b2","BS",2018-06-07,784.17,267.97,85.38,609.54,0.60954,92.09,8.94,37.3,66.44,53.07
2,209,"FIG17","R70",2018,"second","boot","september","R70.2018",3,2,208,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,209,"FIG17","R70",2018,"second","boot","september","R70.2018",3,2,208,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,210,"FIG17","R70",2018,"second","boot","none","R70.2018",3,2,209,1,"b1","BN",2018-06-07,784.17,267.97,83.43,836.28,0.83628,92.27,8.66,38.81,69.2,42.52
2,210,"FIG17","R70",2018,"second","boot","none","R70.2018",3,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,210,"FIG17","R70",2018,"second","boot","none","R70.2018",3,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,"FIG17","R70",2018,"second","boot","september","R70.2018",3,3,307,2,"b2","BS",2018-06-07,784.17,267.97,82.18,618.29,0.61829,92.33,9.63,36.55,64.78,52.28
2,211,"FIG17","R70",2018,"second","boot","september","R70.2018",3,3,307,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,211,"FIG17","R70",2018,"second","boot","september","R70.2018",3,3,307,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
